id,name,categories,price,weight
59ff3419-5c5f-4401-941e-767573517acb,"Forum Novelties Arabian Prince Costume, Small","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Costumes",16.99,9.6
035213c5-7456-41cf-909e-aefe644bdaee,Classic Wood Chess Set,Toys & Games | Games & Accessories | Board Games,14299.47,1.35
dc24b1ec-0208-43fb-8f10-a3e301c483db,"Magformers Pentagon 12 Pieces Rainbow Colors, Educational Magnetic Geometric Shapes Tiles Building STEM Toy Set Ages 3+",Toys & Games | Building Toys,29.49,9.9
743e9954-5fd2-4ec1-8aac-457e3f1b8c22,"Madame Alexander 19"" Sweet Baby Light Skin Tone Brown Eyes/Brown Hair",Toys & Games | Dolls & Accessories | Dolls,363448.5,4.5
9056d041-6d0c-4d2e-a4d1-8efc39084fee,Guillow Airplane Design Studio with Travel Case Building Kit,Toys & Games | Hobbies | Models & Model Kits | Model Kits | Airplane & Jet Kits,28.91,13.4
b9f84d86-b1eb-4446-b8ca-49133b716c58,"Ultra Pro Platinum 16 Pocket Platinum Mini American Cards, 41mm x 63mm, Clear",Toys & Games | Collectible Toys | Collectible Display & Storage | Card Storage & Display | Albums,19.0,
8cb10ee7-9c7c-40f3-8e43-24e480f7d6bc,Cry Babies Butterfly Pajama for Doll,Toys & Games | Dolls & Accessories | Doll Accessories,9.99,5.0
300a2cfb-d286-4551-a0b5-4bed09af7b17,"Funko Galactic Plush: Rick & Morty - Birdperson Collectible Figure, Multicolor",Toys & Games | Stuffed Animals & Plush Toys,2906.75,1.6
981e0ea7-94d9-4c11-a5f8-d2e771401461,Rubie's Adult Star Wars Darth Vader Bolero,,15.02,7.7
2e56c595-7bb5-4d03-8427-b32c0aebf95b,"""Barbie Mermaid"" Pennant and Tassel Party Garland 10'",Toys & Games | Party Supplies | Party Packs,11.1,1.0
265b763b-3541-4dea-94dd-8e5df8e471dc,"Marvel Avengers Child's Captain America Costume Bundle, Medium","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Costumes",123512.28,1.1
